name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Enterprise,314,15584,2,16,2003-02-19,Future Tense,The Enterprise crew find a small craft drifting in space and are surprised to find it contains a human corpse. More questions arise when the Suliban and Tholians make claims to the craft.,7.5,15
Star Trek: Enterprise,314,15572,2,17,2003-02-26,Canamar,"Archer and Tucker are arrested and placed on a prisoner transport heading for a penal colony, Canamar. They won't have a chance to correct this error, as one of the inmates plots a takeover of the ship.",6.3,15
Star Trek: Enterprise,314,15573,2,18,2003-04-02,The Crossing,Noncorporeal aliens possess the bodies of the Enterprise crew.,6.0,15
Star Trek: Enterprise,314,15574,2,19,2003-04-09,Judgment,"In a Klingon tribunal, Archer stands accused of aiding fugitives of the Empire and faces death if found guilty.",7.0,15
Star Trek: Enterprise,314,15578,2,20,2003-04-16,Horizon,"Mayweather discovers his father has died and that things on his old home, the E.C.S. Horizon, have greatly changed.",6.1,14
Star Trek: Enterprise,314,15575,2,21,2003-04-23,The Breach,"When militants take over a world, the Enterprise crew move to evacuate Denobulan geologists that are deep underground. Meanwhile, Phlox has to save a dying Antaran that refuses treatment due to the history of their races.",6.2,13
Star Trek: Enterprise,314,15583,2,22,2003-04-30,Cogenitor,"The Enterprise crew makes first contact with the Vissians, a species with three genders. Trip meets one of the species' third gender, known as Cogenitor, and learns how badly Vissians treat all Cogenitors. Trip attempts to help the Cogenitor, even though it interferes with Vissian culture.",7.0,15
Star Trek: Enterprise,314,15576,2,23,2003-05-07,Regeneration,"The remnants of an alien ship and two frozen cybernetic bodies are uncovered in the arctic by a research team. These aliens soon thaw out and flee Earth, taking the research team with them. Starfleet orders Enterprise to find them, but the crew aren't prepared for just how dangerous these aliens really are.",7.7,16
Star Trek: Enterprise,314,15582,2,24,2003-05-14,First Flight,Archer tells T'Pol the story of when he and a rival named A.G. Robinson were in competition for breaking the Warp 2 barrier.,7.1,15
Star Trek: Enterprise,314,15581,2,25,2003-05-14,Bounty,"Archer learns the Klingons have put a price on his head when he is captured by a Tellarite bounty hunter. As Enterprise pursues, a virus causes T'Pol to go into premature Pon Farr.",5.9,13
Star Trek: Enterprise,314,15580,2,26,2003-05-21,The Expanse,"An alien race known as the Xindi launch an attack on Earth, causing great casualties and massive damage. As Enterprise heads back home, an unlikely source informs Archer about the Xindi and that their next attack will destroy Earth.",7.4,14
Star Trek: Enterprise,314,15605,3,1,2003-09-10,The Xindi,Captain Archer and his crew set out to gain information about the mysterious and antagonistic Xindi race.,7.3,15
Star Trek: Enterprise,314,15598,3,2,2003-09-17,Anomaly,"Enterprise starts experiencing effects of the spatial distortions pervading the Delphic Expanse, and falls victim to predatory aliens.",7.4,14
Star Trek: Enterprise,314,15599,3,3,2003-09-24,Extinction,"On a mission to investigate an abandoned Xindi vessel on a jungle planet, Archer, Reed and Hoshi succumb to a virus that mutates them into a primal life form.",5.6,14
Star Trek: Enterprise,314,15601,3,4,2003-10-01,Rajiin,The NX-01 gets closer to a showdown with the Xindi when Captain Archer takes on an enigmatic passenger: a beautiful slave named Rajiin.,6.4,14
Star Trek: Enterprise,314,15600,3,5,2003-10-08,Impulse,"When Enterprise responds to a distress call from a Vulcan ship stranded in the Delphic Expanse, Archer and his boarding team are attacked by insane zombie-like Vulcans.",7.1,14
Star Trek: Enterprise,314,15604,3,6,2003-10-15,Exile,A powerful telepath makes contact with Hoshi and offers to help Enterprise find the Xindi ... for a price.,7.0,14
Star Trek: Enterprise,314,15602,3,7,2003-10-29,The Shipment,"Archer, Reed and Major Hayes infiltrate a Xindi-Sloth industrial colony to learn more about the weapon of mass destruction that will be used against Earth.",7.1,14
Star Trek: Enterprise,314,15606,3,8,2003-11-05,Twilight,"A spatial distortion leaves Archer unable to form any new long-term memories. Years in the future, he wakes up one morning and is stunned to learn the outcome of the human-Xindi conflict.",8.3,15
Star Trek: Enterprise,314,15603,3,9,2003-11-12,North Star,"When a settlement of humans living a 19th-century Western lifestyle is discovered on a Delphic Expanse planet, Archer and crew set out to learn how they got there.",5.8,14
Star Trek: Enterprise,314,15597,3,10,2003-11-19,Similitude,"When Trip suffers a catastrophic injury, his only hope for survival is a transplant from a ""mimetic symbiont"" which Phlox grows from one of his exotic creatures.",7.7,15
Star Trek: Enterprise,314,15607,3,11,2003-11-26,Carpenter Street,Archer and T'Pol travel back in time to 2004 Detroit to stop a Xindi plot.,7.0,14
Star Trek: Enterprise,314,15608,3,12,2004-01-14,Chosen Realm,Religious zealots hijack Enterprise to use it as a weapon against the enemies of their faith.,5.9,15
Star Trek: Enterprise,314,15609,3,13,2004-01-21,Proving Ground,An Andorian ship led by Commander Shran arrives in the Delphic Expanse to help Enterprise hone in on the Xindi super-weapon.,7.8,14
Star Trek: Enterprise,314,15610,3,14,2004-02-04,Stratagem,"Archer finds himself face-to-face with Degra, the designer of the Xindi superweapon, and tries to get him to reveal its location.",7.7,14
Star Trek: Enterprise,314,15596,3,15,2004-02-11,Harbinger,"As Archer tries to unravel the mystery of a rescued alien, long-simmering feelings explode among his senior officers.",6.7,14
Star Trek: Enterprise,314,15595,3,16,2004-02-18,Doctor's Orders,The fate of Enterprise is in Dr. Phlox's hands as the rest of the crew must be induced into a coma in order to survive a trans-dimensional disturbance.,7.1,15
Star Trek: Enterprise,314,15594,3,17,2004-02-25,Hatchery,Archer goes to extreme lengths to save an abandoned nest of Xindi-Insectoid eggs ready to hatch.,6.7,14
Star Trek: Enterprise,314,15611,3,18,2004-03-03,Azati Prime,Archer sets out on a suicide mission to destroy the Xindi superweapon as Enterprise faces a brutal attack.,8.0,14
Star Trek: Enterprise,314,15593,3,19,2004-04-21,Damage,"While dissension among Xindi ranks festers, Enterprise tries to recover from a devastating attack.",7.7,14
Star Trek: Enterprise,314,15592,3,20,2004-04-28,The Forgotten,"Two high-ranking Xindi offer to stop the launch of their superweapon if Archer can prove they've been manipulated. Meanwhile, the crew mourns their lost mates.",7.6,14
Star Trek: Enterprise,314,15591,3,21,2004-05-05,E²,An attempt to use a Xindi subspace corridor leads the Enterprise crew to a bizarre encounter with their own descendants.,7.4,14
Star Trek: Enterprise,314,15590,3,22,2004-05-12,The Council,Archer and Hoshi stand before the Xindi Council as T'Pol and Reed lead a team into the heart of a Sphere.,7.9,14
Star Trek: Enterprise,314,15612,3,23,2004-05-19,Countdown,"With help from Xindi allies, the Enterprise crew attempts to stop the arming of the Weapon aimed toward Earth.",7.9,14
Star Trek: Enterprise,314,15589,3,24,2004-05-26,Zero Hour,Archer puts his life on the line in a risky gambit to intercept the Xindi superweapon and disarm it from within.,7.8,14
Star Trek: Enterprise,314,15613,4,1,2004-10-08,Storm Front (1),"Archer and the NX-01 find themselves in Earth's past, with events of World War II altered by the Temporal Cold War.",6.9,16
Star Trek: Enterprise,314,15614,4,2,2004-10-15,Storm Front (2),"With Silik's help, Archer hones in on the temporal operative who altered Earth's past and threatens to destroy all of time.",6.7,15
Star Trek: Enterprise,314,15617,4,3,2004-10-22,Home,"Once the NX-01 finally returns to Earth, the weary crewmen face repercussions of their journeys, both positive and negative.",7.4,14
Star Trek: Enterprise,314,15632,4,4,2004-10-29,Borderland,"When genetic supermen left over from the Eugenics Wars hijack a Klingon ship, Archer must rely on their creator, the criminal Dr. Arik Soong, to help hunt them down.",7.5,14
Star Trek: Enterprise,314,15634,4,5,2004-11-05,Cold Station 12,"Arik Soong leads his band of Augments to a medical facility where hundreds of genetically enhanced embryos are still stored, intending to retrieve them and bring them to life.",7.5,15
Star Trek: Enterprise,314,15620,4,6,2004-11-12,The Augments,"In defiance of their ""father,"" Arik Soong's Augments devise a heinous plot against the Klingons which will surely lead to interstellar war.",7.3,12
Star Trek: Enterprise,314,15629,4,7,2004-11-19,The Forge,"Earth's embassy on Vulcan is bombed, and the ensuing investigation puts Archer and T'Pol on the trail of a Vulcan religious faction hiding in a treacherous desert.",7.7,15
Star Trek: Enterprise,314,15619,4,8,2004-11-26,Awakening,"Archer and T'Pol encounter the Syrrannites, a radical group hiding in the Vulcan desert, while the NX-01 crew contends with Vulcan power ploys.",7.3,15
Star Trek: Enterprise,314,15618,4,9,2004-12-03,Kir'Shara,"Archer, T'Pol and T'Pau attempt to bring the Kir'Shara — an artifact believed to contain Surak's original writings — to the Vulcan capital, as the NX-01 gets involved in a Vulcan-Andorian military clash.",7.4,15
Star Trek: Enterprise,314,15621,4,10,2005-01-14,Daedalus,"The inventor of the transporter, Emory Erickson, comes aboard Enterprise for a risky experiment.",5.9,14
Star Trek: Enterprise,314,15623,4,11,2005-01-21,Observer Effect,Non corporeal aliens study the Enterprise crew as they respond to a fatal viral infection brought on board from an away mission.,7.8,13
Star Trek: Enterprise,314,15628,4,12,2005-01-28,Babel One,"Enterprise journeys to Babel with a Tellarite ambassador on board for peace talks with the Andorians, when a distress call from Shran is received.",7.8,13
Star Trek: Enterprise,314,15622,4,13,2005-02-04,United,"Archer tries to unify the Andorians, Tellarites and Vulcans in a plan to capture a marauder ship threatening to destabilize the region.",7.8,13
Star Trek: Enterprise,314,15633,4,14,2005-02-11,The Aenar,"Archer visits Shran's icy homeworld to find an Andorian subspecies called the Aenar, to determine their connection to the marauder destroying ships in the region.",7.5,13
Star Trek: Enterprise,314,15627,4,15,2005-02-18,Affliction,"While Enterprise visits Earth for the launch of Columbia, Phlox is kidnapped and forced to help the Klingons deal with a grave threat toward their species.",7.3,13
